,VALOR_FATURA
7574,3576.71
58961,119.54
55159,70.94
34493,285.88
58172,89.81
24272,467.31
25938,697.35
12911,2957.9
38435,1309.02
16921,28.0
64246,36.4
25261,56.35
49603,310.4
42047,208.58
10553,3296.06
53038,49.37
38117,43.18
46738,791.16
41395,1419.48
22830,49.3
13857,2614.19
54062,1366.29
65103,12199.43
44299,31.65
33554,60.84
24434,1374.94
17230,3021.07
39949,153.23
64530,2508.22
59984,836.13
23650,79.03
21303,1670.87
49588,27.82
61158,1688.83
9690,404.4
50064,44.99
27531,249.74
62514,2341.77
39606,1530.07
10774,2234.83
65348,36.68
11879,113.88
877,215.95
54350,5642.78
64751,25721.61
26629,56.18
33873,3364.56
8323,27.98
48081,55.92
33688,30.83
50830,56.03
61714,63.34
30067,82.39
48251,247.51
48408,27.83
37424,30.83
6713,13575.05
46402,571.55
61891,27.82
42808,12003.39
21242,538.37
10239,327.11
54999,48.41
3910,487.86
59605,40.7
11688,10168.13
40956,1994.11
45938,2378.85
46946,27.71
53016,14594.69
58669,40.7
48152,4150.71
48467,232.35
1379,39.2
9729,807.73
28197,76.43
49631,8772.04
12031,24.28
6150,61.84
3165,76469.37
48604,3483.34
9609,26942.23
29784,678.43
1939,827.56
33821,295.11
21787,19.01
38454,2964.59
14038,131.69
60199,371.63
51927,11769.22
31658,53.64
9509,42.18
44618,31.75
14922,86.28
1780,42.22
26544,49.82
20049,74.84
8794,31.74
51303,27.82
23988,169.85
49429,142.59
32262,114.71
40452,27.01
978,35.52
18432,156.26
41218,4072.2
63089,814.98
19348,189.78
28742,2306.4
29722,1909.44
2879,86.34
61742,91.26
65516,51.61
8674,1108.58
319,24.24
30806,280.92
21991,45.85
14436,101.51
52625,27.83
41748,30.83
20559,647.31
9409,1268.45
58946,104.28
49404,278.23
28020,1932.51
36160,1441.74
16581,767.45
63168,131.45
25728,41.09
39427,335.77
21627,48.71
53464,70.9
2140,24.24
36778,1970.28
45059,712.27
5998,395.21
47658,3093.81
51855,13072.98
26953,1143.45
65451,14794.25
54670,3489.46
63777,1300.62
10401,667.14
41824,30.83
52333,741.44
18239,61.73
37886,43.25
56411,15957.18
41505,625.72
61433,172.8
52976,49.05
47685,501.77
32847,47.7
58283,142.39
4600,35.48
33143,53.64
41832,53.64
42523,518.06
51979,624.38
53374,8365.55
45186,354.83
35201,288.15
40152,53.64
41990,2812.24
54312,3348.12
55798,16589.12
58235,20.59
3303,24.24
65423,29695.42
9870,101.52
62166,45.27
42596,30.87
9132,24.24
60521,78.47
27654,48.84
42210,3941.33
45531,1179.58
11543,728.4
23671,32.39
65267,1277.26
19326,2154.93
45674,27.83
35593,9167.83
50930,463.3
61120,9867.78
50769,27.82
57238,344.14
23247,32.37
6083,71.16
31220,86.55
13753,1490.78
48153,32.12
23487,79.0
28523,1338.77
10082,833.93
18913,48.94
30110,279.93
64479,27.9
2696,204.09
17464,136.94
1081,2896.18
9152,294.55
35357,31.41
2913,24.24
49518,6009.68
3398,626.4
20209,371.37
38743,21127.19
24284,31.47
38219,800.38
45386,26.88
29833,32.39
26400,279.91
61190,1411.37
34160,26.69
54912,32485.53
43629,6129.55
48594,1917.37
23089,108.79
55027,22016.57
1711,338.22
24484,154.66
14794,1291.23
17720,184.9
10826,147.0
4732,570.17
32418,86.58
6982,5802.25
24697,1859.01
33006,518.17
29231,145.04
38410,1178.27
61606,49.75
61468,23668.41
61645,4354.28
11937,24.24
42013,26.78
5616,24.24
8274,6.44
51277,539.25
52933,141.86
54309,598.01
9171,1349.64
40341,46.46
10622,42.18
64143,445.11
52608,49.03
61849,4936.78
26526,69.2
10505,24.24
1191,50.35
40283,714.51
16211,24.26
51711,55.83
18210,3598.9
28104,841.22
61225,1828.88
57782,1485.49
3762,228.84
50788,32.25
27510,71.59
3271,866.97
28440,20.76
40330,46.46
16518,1310.6
46728,12422.58
55318,293.29
61063,36.49
17442,2091.99
29039,544.5
2664,177.66
60997,187.98
1263,586.94
2637,117.03
5772,3699.88
43974,54.77
28970,2886.3
61054,45.03
29309,3903.68
8148,24.24
50239,32.12
42541,3453.4
52622,1041.24
56081,4991.95
64884,746.91
55439,54.64
27929,97.76
58023,78.53
38198,318.56
35735,27.2
1113,3397.68
5330,84.71
3046,638.52
37729,823.83
11554,163.24
45933,1710.82
56564,55.87
40741,30.83
16546,5118.44
58260,3488.87
23257,143.0
59369,142.11
63813,36.59
57368,86.82
11663,229.02
27314,4721.1
27877,1235.96
62813,49.29
22780,582.1
39295,46.46
36405,2148.98
46521,2700.08
50901,3502.83
52531,880.1
30967,485.62
4166,24.24
59076,36.53
37381,724.46
16018,2153.76
20443,2454.36
63396,44.99
50260,68.72
59317,55.84
20625,421.0
15770,1391.23
26299,323.89
57723,555.05
1981,1609.64
15758,55.24
11104,55.24
18506,17.94
25676,36.7
55933,81.52
58247,4935.98
45932,672.82
13205,54.16
15962,42.98
7263,470.73
47797,1788.47
27941,1211.47
16750,31.85
53967,4066.15
61825,332.7
28672,410.63
39824,30.82
7430,123.67
39048,26.72
959,2836.22
14429,475.16
23893,4047.56
45329,1027.48
13628,42.18
35190,31.44
16192,1583.25
2830,2193.4
34856,306.17
25520,7721.03
38742,131.81
33623,136.31
26109,36.74
28032,6879.1
6569,55.27
26521,372.33
34831,67.24
12987,42.18
52319,4550.59
19198,2875.97
29340,6089.48
12712,1529.69
49394,22500.08
21348,11795.75
27719,71.46
28246,4581.6
5251,56.52
39554,1094.48
47784,32.14
13081,1629.33
16793,667.57
14121,1489.71
35207,299.98
30565,26.69
39432,2835.15
15115,1709.69
33887,30.83
42642,30.82
37114,30.82
51764,49.35
7846,55.32
31512,1680.06
38187,95.08
42205,4162.24
42840,103.4
42923,7922.74
23840,316.72
28812,2536.48
24899,56.56
28536,1236.19
108,24.24
52993,972.2
58859,810.78
13418,3254.65
9969,11655.97
44496,63.04
41988,7591.29
45360,43.49
1132,422.06
15438,1811.22
13666,31.72
17851,1591.17
21089,31.78
16935,28.0
43421,136.43
50464,157.03
15156,520.31
30196,82.15
20791,54.32
33816,5014.69
61061,116.32
49552,3643.21
2822,1230.57
48726,133.45
60592,33967.9
14437,6651.55
6407,126.91
60215,3670.3
6629,13071.69
47801,116.14
31416,3141.23
46828,7189.29
1569,27.98
10909,39.28
28967,143.6
32548,1861.58
18003,71.25
44164,1725.39
5626,24.24
30555,933.02
60303,27.86
41563,65.92
59880,905.55
43247,1242.74
26348,143.26
23183,872.15
48243,2838.27
40628,150.83
25437,8925.91
49752,27.82
5538,523.08
5963,17.63
41287,46.46
56735,11546.19
33240,75.13
35472,27.2
43991,6550.0
35770,256.36
60568,32.15
61941,13559.0
5608,3134.66
22494,9690.15
16686,48.69
51823,4242.86
37151,3696.22
54706,49.36
47762,311.78
2384,24.24
40025,1005.59
13281,24.24
25664,173.7
55527,40.78
36176,19.76
62835,428.09
60493,560.79
23778,56.72
1649,84.98
13371,7529.86
23624,643.98
21917,915.95
7570,74.87
28320,41.1
12165,321.8
29732,99.75
28787,79.0
56783,541.39
64775,3539.13
34521,713.91
3021,2313.43
50839,3482.61
60401,598.16
47018,81.35
28943,17032.94
59450,81.31
57804,2450.18
54357,3482.97
29415,56.37
11338,39.3
1973,371.09
60645,263.26
44924,125.45
53964,9320.26
32160,34.97
35574,35.53
2773,587.81
14676,776.14
57093,142.83
5149,6223.22
15280,242.18
59484,56.8
33489,749.03
12474,48.55
61364,40080.87
44532,74.2
64981,443.65
5136,84.72
47880,142.06
26103,1057.92
2627,309.21
54181,63.43
55601,20.59
51906,406.63
22999,3051.09
52902,32.12
42285,3540.76
34077,198.7
29798,56.3
2422,24.24
12949,94.58
5544,686.12
64968,234.1
15094,1342.35
13638,3198.27
63918,443.56
46374,159.7
6817,3616.45
48629,4170.77
19086,9422.79
34928,4349.68
13806,229.11
44800,3850.88
41642,93.12
54281,316.39
26681,3562.62
30541,2810.94
48393,765.19
60245,32.11
56199,3724.94
52844,55.88
6596,26.66
8106,464.71
20421,59.85
6466,24.65
56308,537.18
14468,28.37
61189,598.38
57529,28.07
52507,949.28
17051,1871.19
43057,30.9
19336,48.63
22242,1168.93
50685,32.12
45929,27.82
14291,24.28
52818,32.12
9872,17.94
15430,5446.77
61392,6038.26
12736,43.05
30130,97.91
18728,1913.47
63372,2731.84
43054,572.94
42153,2878.96
42291,26.7
31924,3781.39
25445,295.26
62053,120.25
15918,2112.57
1405,3215.98
14578,242.3
40557,30.83
17460,42.18
55856,1408.59
9699,54.42
50684,55.73
40189,1928.1
64235,10083.35
43392,354.03
57575,134.13
57968,141.01
64139,36.59
22921,1645.74
36033,181.12
42143,104.17
62337,815.45
41889,1087.89
60350,248.24
23749,2790.87
37499,30.82
36892,39.11
17377,7853.45
51307,27.83
13755,55.24
19453,2875.05
6837,6868.61
14605,69156.4
31403,110.38
542,48.71
12420,27.98
24545,54.96
26994,2372.68
64537,36.59
55751,1159.07
7391,42.36
38055,667.94
36024,54.38
3930,55.45
6555,24.24
126,70.59
63821,55.9
27236,429.92
115,140.78
12891,304.95
12864,49384.87
51880,2078.05
53865,1113.66
37595,496.17
34984,40.74
11608,114.02
61042,522.1
51831,518.86
9593,24.24
4631,1971.39
65233,3946.76
49574,55.79
155,2215.81
39465,234.62
10634,54.76
49011,2860.62
5052,387.8
61779,570.47
59004,172.33
29108,371.71
10528,371.44
15567,626.22
45697,1617.31
48103,3067.95
10972,24.24
24273,48.8
4875,1449.96
1843,24.24
19181,28.02
52822,107.65
3746,125.21
768,48.83
38391,93.12
22936,150.71
64752,5592.05
10007,12639.85
43226,26.69
6846,9390.69
4758,3557.66
38901,4160.51
118,1632.43
56105,1389.98
1705,24.24
63971,27.9
57707,27.82
24989,1191.63
2471,150.11
10898,338.11
6303,28.0
41750,4338.0
64755,1093.5
13921,487.08
35556,397.67
48160,7894.42
58633,1110.61
60257,4273.68
44383,13446.35
6720,4433.67
41878,30.83
23852,86.56
10614,1271.54
37280,4859.21
39898,6104.57
38062,223.16
26213,32.39
2750,114.62
60409,3025.32
62040,1207.48
29635,75.95
44627,2214.49
40070,8650.7
7351,8071.34
5873,123.79
4404,627.52
19118,2816.68
30454,4804.09
38218,179.66
2054,488.04
58376,1967.23
825,94.39
32127,75.13
65506,588.31
65156,110.08
51639,32.11
21395,31.76
3198,395.21
27594,300.84
1245,136.98
26950,1072.9
24030,391.03
59249,618.03
5570,26063.39
5700,2171.23
59354,32.15
5422,24.24
58575,21268.84
1833,2307.11
36904,735.07
3648,354.85
7491,4345.16
12315,487.1
39699,203.59
36230,28.04
47695,108.35
50717,159.71
65175,1001.44
27570,2535.81
8538,24.24
55168,36.48
27209,9553.9
37329,29920.1
50749,1663.25
23119,2439.5
9094,7338.33
52429,520.67
16870,520.08
35484,689.03
19856,2874.95
38151,128.78
47132,2538.67
35083,923.62
43174,4622.16
40870,67.96
30227,544.41
58752,733.06
65435,6783.19
7902,1229.97
1251,242.13
65728,584.47
48500,1825.13
49801,33634.93
56635,9350.56
28182,794.93
58715,20091.41
22805,5152.42
41604,3431.27
41014,1463.7
276,6878.98
43146,738.03
20177,17.94
44161,10109.82
40049,13156.74
37716,667.86
44836,26.69
14200,24.24
61299,32.11
18573,871.17
22429,1692.04
439,24.32
39560,117.22
55183,985.39
19608,215.99
31039,1746.35
12470,104.18
10381,24.24
39953,114.66
34426,470.16
2838,928.19
11409,2031.38
4382,29.68
65259,63.56
9542,1503.7
59999,36.61
5301,1147.77
59592,27.82
48373,425.72
33905,335.77
43923,48.35
51531,32.11
13617,24.24
1243,28.0
36408,1794.59
24789,20.56
54909,496.43
23784,97.94
10655,71.23
18208,24.55
60976,5887.29
393,24.24
13766,228.96
65485,3471.58
30363,841.15
584,437.87
64926,49.74
45356,224.68
21387,2401.56
51619,7907.79
16374,420.84
12752,255.32
57886,27.82
2860,1210.5
14849,2251.1
12053,4530.35
3260,2876.58
6708,42.18
4240,113.77
10398,2976.31
62887,40.97
31115,448.39
11611,42.18
48996,3098.22
39044,39.11
57130,58.97
30486,14075.6
62982,36.4
30513,46.52
11059,42.18
11680,389.7
19319,520.49
40192,4758.12
52938,2330.66
7163,42.18
23535,10483.2
62518,63.56
46321,3044.57
27752,78.99
2437,907.84
53015,7552.5
40833,35.01
60945,55.93
3960,2292.7
54599,28993.11
16142,867.89
64722,5241.05
46900,86.31
28242,770.78
57953,32.15
38059,27230.47
8181,61.73
56746,9386.44
34807,88.56
57068,9121.13
65154,69.15
23409,32.39
26345,4992.29
36113,34.95
16966,20136.91
54183,6885.28
41941,1948.19
4606,202.53
50532,653.2
9204,12628.88
39960,16343.14
50065,70.83
23545,20.76
65061,29.94
54558,439.21
15265,42.98
20419,304.94
59114,5343.43
65429,1972.72
4283,28.0
2618,2053.75
31889,6129.26
14911,48.71
17639,387.85
63327,10201.74
51012,1822.83
38704,5091.22
53196,55.92
20838,176.55
48865,27.83
12916,42.22
15154,4057.97
61036,546.14
21409,28.0
24290,31.14
19703,123.89
11600,176.61
10427,437.62
11666,42.18
20799,626.85
32330,14006.64
64623,63.56
64642,158.18
17965,2052.68
31706,9559.42
50824,3022.05
31815,26.7
63157,1325.45
26361,10911.88
15903,927.69
43030,18586.76
53330,344.21
64193,32.2
2078,59.77
22477,30.58
10108,937.91
41311,65.91
15235,2533.06
12746,4341.08
30416,3464.59
63584,27.82
64370,406.89
2234,24.24
10544,2354.47
56275,1344.22
23202,213.88
23993,32.39
21584,4554.25
23319,2072.31
23687,6439.73
53373,9493.92
31615,193.12
17064,5259.83
27480,100.08
46305,426.0
63824,140.73
61796,28.19
56551,24.23
33665,30.83
2585,707.75
21120,2955.75
58912,28.03
42804,1928.82
19440,27.98
20700,948.11
52948,28.36
14640,202.69
10491,907.47
9564,74.91
49568,1133.83
37563,1375.35
10935,28.0
35726,54.51
47289,40.75
40729,65.92
56221,5750.39
26583,2765.93
9643,42.22
17806,5741.44
43696,226.35
42377,2414.03
45645,1502.21
20156,48.76
52650,14431.07
26503,7663.34
50942,63.34
56365,27.82
49189,130.7
6441,24.24
47429,49.43
46719,1309.18
37682,30.84
55614,4286.67
44625,31.75
64967,817.23
48344,928.59
30539,30.06
29345,121.16
40618,1242.48
64753,281.03
39572,68.03
17833,28.02
13789,3847.84
29184,41.07
18847,271.63
56228,427.07
29514,79.0
22011,6484.59
14800,54.16
12057,1529.7
12811,726.83
10605,1349.19
25743,79.0
51977,299.94
53032,130.54
64236,1163.22
54330,320.84
14650,3717.87
58121,1665.96
42665,53.65
40420,391.66
48092,68.77
60112,40.82
23211,788.0
7660,204.23
5066,24.26
59881,75.25
61886,764.66
2010,24.28
20523,503.79
2961,808.48
18356,395.16
42599,169.79
44758,128.32
20411,48.13
47422,48.42
63693,90.23
2472,1088.58
21369,146.92
15049,569.78
46235,5251.0
4647,241.88
13426,228.96
20202,39.32
4341,13999.73
16559,24.24
23591,7636.39
51579,27.82
20637,184.68
53535,4179.04
37561,1087.24
21853,27.98
19207,6255.02
12225,49.16
37945,426.92
2042,587.03
14606,7035.37
46462,157.06
8019,3598.33
2392,3918.03
23589,120.77
34108,10547.34
54486,656.74
35287,658.19
13506,17.94
50716,49.31
30469,2633.77
52379,856.5
50460,32.14
665,471.02
24560,114.6
39004,1110.07
41140,251.95
29210,3674.89
20621,28.17
53695,1158.75
16753,694.16
3210,31.74
21897,628.78
14893,48.97
5256,42.94
58645,1143.19
19076,2775.84
59040,233.14
60071,68.9
41674,13847.24
23087,5132.64
36300,26.69
53234,55.88
18711,48.69
45037,2142.48
34696,337.49
53141,292.64
32542,34.97
1919,68.29
55630,1592.7
18685,1281.67
45641,36.43
38137,208.58
3623,1650.47
35236,31.44
36416,2944.38
34816,5248.81
54146,87.23
19395,10872.47
76,48.71
8572,3558.41
58800,5513.6
32866,4967.08
62443,390.47
13842,1730.99
6091,5377.11
15199,4031.98
10811,499.03
8047,42.85
52233,120.48
12405,586.72
17610,48.69
45452,1637.63
22298,91.27
21531,1049.45
28663,6086.02
15844,4344.03
55733,187.71
61855,78.72
9579,1891.92
53083,426.66
7132,1709.96
63077,49.75
4313,2196.37
22073,1774.29
64408,33.49
29405,2727.97
19196,4698.92
34731,2133.21
50600,44.99
30701,82.35
46442,56.16
20707,570.15
60676,97.03
45875,63.37
33002,4290.86
61411,32.2
33612,53.64
56600,2355.83
55650,40.74
63626,28.0
19913,9489.31
23844,56.35
35241,31.44
28992,1886.95
60297,3034.49
4661,176.56
39310,1972.23
56145,375.66
7495,2313.73
64451,918.11
23613,6385.95
40931,1264.79
39495,26.69
56088,3554.04
35379,48.2
7900,42.3
41684,2339.15
30302,48.88
53608,108.43
40235,222.98
33363,966.83
53481,6424.71
25771,56.35
38105,689.86
14742,727.32
35337,3575.56
1261,48.71
29739,335.29
54864,6959.81
16916,2212.34
30186,467.38
17692,54.35
9757,86.32
18117,718.61
25353,117.36
5143,176.53
316,42.94
44049,105.43
37220,204.03
2159,101.55
42380,30.83
47895,66.36
8664,17.94
50529,4173.45
13097,24.26
18095,42.52
65432,2109.31
11191,24.24
21032,1047.9
876,215.82
13903,1351.69
32103,147.48
36445,51.5
13605,891.43
62246,63.91
9861,989.14
41467,5169.47
52355,187.69
34261,1352.84
43301,26.7
21677,23082.63
2617,3057.82
36607,30.83
61400,1089.54
17001,2909.35
5870,827.5
48837,49.29
52031,3321.05
25779,32.39
19419,48.69
43,1394.14
41936,35.77
7721,321.78
39830,4180.91
35721,48.2
31909,299.41
32744,179.86
57966,32.11
62609,171.63
44152,729.02
37181,223.23
30375,32.39
22539,350.77
40051,150.67
38377,91.07
48520,202.07
21964,111.74
7946,114.66
35890,1079.58
40251,53.85
8975,4766.39
30921,1132.34
29320,32.39
27103,56.35
24843,1292.43
65469,32.11
46942,27.71
26015,6632.74
25814,20.76
40071,9641.0
31162,62.78
51966,4055.49
4381,1189.7
62169,27.82
53124,8131.15
11126,3657.08
36434,5010.53
29425,1373.75
36946,690.02
10680,1168.73
19250,1089.44
43623,116.05
19476,68.3
54745,4247.93
52979,232.31
39370,39.11
52932,33819.43
58253,6307.37
45483,4462.93
20535,17.94
10718,257.99
22869,111.59
24285,49.09
37500,2016.33
3153,215.96
39098,701.53
54663,369.14
48387,235.37
34601,929.19
40158,39.11
32245,6728.34
10309,8016.74
21059,48.65
61358,6207.34
37436,318.46
44508,27.47
56007,5909.59
23931,62.84
2920,59.95
8689,8259.55
19817,6381.14
579,847.81
10701,1874.95
52517,2885.77
52729,331.06
9406,35.5
57465,32.15
52964,141.86
38691,30.83
42243,82.4
41891,1021.54
41062,30.84
20689,931.27
44608,590.11
64977,1232.0
9653,242.19
44602,31.75
39997,822.65
1155,3240.65
39925,280.97
14417,2494.84
3141,36.05
49420,40.73
39037,1132.16
50070,32.12
49082,2537.58
39229,2767.78
41669,11278.25
36802,10239.71
15749,6865.28
12665,28.0
28065,32.39
46043,55.88
61615,56.44
13059,24.24
8731,93.87
61205,223.45
36422,203.54
15682,24.24
31156,32.38
28730,220.33
25575,125.8
63696,611.52
3908,17.94
55323,1250.79
29033,864.25
21685,68.26
21606,9151.92
15015,42.94
54450,131.0
16400,24.24
50314,36.53
46272,70.87
8549,807.54
18255,3739.79
30731,46.62
25158,234.4
43563,6910.8
60168,915.96
36186,999.57
57912,293.79
13515,101.59
19679,3357.62
25527,389.69
29288,2165.59
2082,24.24
64716,2254.05
21301,11421.91
19350,124.17
31708,46.46
32691,86.55
15848,9844.05
55730,3627.37
58286,2843.28
29333,32.41
50250,27.82
28535,3069.22
1712,20158.52
3785,24.24
20514,35.48
13284,48.55
26297,591.94
53496,36.44
37483,11194.39
36598,663.1
25708,470.4
30124,5484.12
25092,63.9
40364,28.04
55028,134.17
64955,12.92
16561,78.85
787,888.0
33945,4726.56
35585,35.47
29765,48.88
34890,91.43
51008,32.11
29009,16403.12
55718,27.82
4089,42.2
15136,17.94
20584,131.53
4208,24.24
28037,32.39
56404,55.72
64975,192.02
36943,4935.18
33407,2016.75
47030,63.2
8522,421.07
64476,203.38
48829,49.63
23979,871.0
22304,881.46
17150,48.73
23346,2300.7
6731,536.97
35925,3238.67
8629,55.22
11183,1270.15
11954,987.97
19662,354.41
6980,43.36
21650,27.98
16341,114.01
27005,1955.11
17922,65.55
65186,747.83
8765,42.2
37854,46.46
32071,26.69
11363,55.26
21316,42.18
1761,3535.62
22223,4391.67
34631,7160.89
32018,1485.81
20723,184.99
63145,294.73
63871,1207.41
17227,847.98
62036,36.4
23044,28.76
47274,116.25
53504,32.27
60966,75.16
44765,65.95
16324,175.42
21809,883.5
11343,503.81
1882,327.11
62335,930.39
7043,1410.94
34124,266.54
19084,28.0
48282,7686.39
6820,2573.86
8820,24.24
6684,1154.03
62950,85.75
48852,7197.84
64836,70.45
35413,219.22
2253,404.48
58699,2961.49
40323,30.83
51575,501.85
6956,287.99
53094,27.85
42790,328.87
59226,8312.19
13332,24.24
36011,6618.05
1087,35.56
63416,814.75
59836,368.41
40565,5433.02
23188,356.38
17646,271.88
6218,48.71
60760,1131.86
37200,120.05
21382,8307.0
46221,234.13
57901,2955.39
19863,256.07
10173,24.69
26234,28.04
50462,169.18
29334,2046.11
2153,398.87
25935,1073.32
27225,56.33
45283,103.77
11843,24.24
65628,1882.38
547,470.54
24277,1213.27
41994,778.71
26985,19573.62
5002,24.24
14055,2210.11
9334,11353.23
32014,1970.47
64173,524.49
52147,2332.42
45550,3803.15
9483,31.78
16153,24.24
42328,408.47
64598,2158.19
15762,3175.03
10822,62.08
8428,123.91
5703,43.27
11017,48.71
34022,518.2
55355,834.07
55085,2775.04
50595,63.37
257,24.24
3190,2133.19
19447,176.44
24829,770.24
1769,1249.45
53414,27.82
19556,31.72
13981,116.64
28357,56.37
38048,9638.84
54051,3396.16
39897,252.05
23984,313.09
49544,14322.02
8360,7998.07
63555,48.41
4457,55.24
40622,26.7
41198,179.64
53181,2099.76
55228,346.0
56272,7345.81
19363,93.95
39401,2568.06
28674,510.56
15143,42.2
65031,7759.26
12513,42.18
21003,453.95
54681,7668.92
11301,1294.52
4299,45.49
39177,34.99
6547,8279.61
10157,42.2
38653,246.25
1224,42.18
41384,2202.74
18784,6133.04
24395,4586.69
1336,68.26
11742,1329.51
58174,4182.19
166,243.75
60382,8001.52
18415,24.24
26286,1003.37
23926,1421.76
52922,3067.71
39145,30.82
56471,2866.38
62589,3206.84
36031,2435.58
19506,455.77
11840,94.25
36627,165.3
53515,9387.79
47668,150.77
1321,28.15
50689,1432.78
54787,8486.52
62087,3362.14
22828,337.29
40088,165.12
35202,168.24
53079,27.83
40632,19.76
33270,47.65
36041,1707.19
1493,2474.35
2877,27.98
41243,1375.45
32431,4809.51
3278,48.69
42252,241.19
19945,421.09
39400,46.49
35876,3418.15
33458,30.83
8594,122.45
55250,890.5
14575,2372.61
43737,127.33
33484,49.03
16417,927.9
36751,734.22
52158,7688.32
63311,4621.18
31360,627.58
23460,1304.18
65219,15539.93
37573,3696.59
60912,560.19
21289,28.61
25621,1191.39
17871,1318.5
27322,3675.78
19822,35.52
19520,1189.48
15616,42.18
53472,63.34
2675,1172.4
27827,173.37
2840,11073.49
14412,24.24
17116,1409.73
62300,8029.32
63354,85.73
11888,62.22
2896,321.19
30697,2569.19
27328,957.53
41686,119.76
27130,84.21
11586,1872.24
36298,3653.64
62598,2493.72
49829,125.08
12885,255.35
36767,3563.9
52527,463.63
2238,24.24
42306,6226.26
29389,49.71
44528,360.51
31479,3496.16
32314,52.7
44394,62.43
34986,2564.74
23935,131.85
1409,6395.99
52364,55.81
30128,86.49
3286,1490.79
3475,116.28
556,968.05
40405,120.01
62488,249.64
39347,53.66
3496,55.24
363,68.31
22007,2015.13
50918,387.35
12716,271.85
28085,32.37
34009,2878.02
21934,3403.92
528,1179.63
13714,5002.37
14918,271.98
65040,8137.43
12836,31.76
11727,123.83
38244,53.64
15309,2010.8
34947,51.96
1700,42.2
15491,24.24
9484,48.69
44265,7751.93
38206,26.76
2556,968.32
44095,48.52
34873,1600.31
52371,4150.62
12115,5236.82
46791,141.9
45009,120.01
36663,237.52
5891,48.69
43158,3017.56
63753,49.84
24841,90.25
19905,1691.59
31667,99.81
2244,349.11
18671,176.36
31138,8322.3
4923,1002.7
9788,75.12
40517,5768.71
53939,981.53
13264,163.27
1907,114.05
22446,103.07
30811,161.67
65049,63.55
5346,591.29
47508,2080.35
53722,617.1
28989,8981.21
61033,108.01
42223,822.41
20677,116.28
41331,5665.35
36955,6207.32
11703,7032.9
61636,13835.29
56661,4736.99
497,4006.69
19457,4103.97
28299,1258.83
4858,387.69
2414,1770.48
36158,125.41
46148,263.01
56994,3789.41
12346,1872.53
41455,65.97
64438,510.61
16551,4198.29
54464,408.04
23536,4667.83
55459,32.11
7046,42.18
58307,1916.96
8519,666.76
14043,4554.7
42915,56528.05
32335,1883.75
60581,1369.44
14822,272.1
35661,16714.89
19465,74.77
49040,5413.52
20758,4223.04
34833,238.84
5964,36.98
51467,27.83
15905,2996.62
51005,1730.78
16691,1329.59
52675,202.05
14673,24.24
41036,6755.8
53736,1708.65
42853,3651.88
27490,86.57
16132,48.69
19955,202.71
52023,5901.79
63711,20.59
52840,178.99
1107,202.82
8635,27.98
22260,48.67
40674,5168.91
47345,85.76
52048,479.76
13030,2277.3
24359,707.71
22097,251.73
33806,60.82
47172,2265.38
55809,766.45
37480,30.83
42794,335.96
23194,305.37
41230,1684.97
6950,729.38
18002,383.59
2013,24.24
496,19.36
7775,215.58
18251,124.22
61551,28.28
59175,1075.28
11225,569.98
47258,204.19
40887,854.15
21169,101.34
30981,53.64
36481,645.97
42686,12708.71
9414,39.3
42176,481.7
20857,1650.61
30438,1398.64
16761,4626.74
39412,46.46
28741,91.16
9600,24.26
15437,289.52
11437,55.22
63646,217.53
19104,2592.63
43119,2823.62
26322,15614.65
29654,49.72
14618,59.9
11045,28.15
10987,24.24
9042,5238.16
30804,60.96
27364,3719.01
50642,85.78
41439,43.23
32012,2395.54
24100,191.92
14238,86.11
4789,175.06
28005,188.49
22081,27.98
21261,5355.87
37403,7706.71
26752,32.37
40021,21258.47
6870,827.04
27123,56.35
19017,163.71
5420,4548.96
19420,787.48
23970,100.16
26656,219.35
27750,57.44
54200,119.69
43002,34.95
24332,634.08
38733,82.61
38197,5115.52
49036,71.22
4674,887.6
63492,278.84
8266,24.24
11029,176.44
14294,305.35
52755,70.85
17815,28.12
43328,36.7
60372,407.74
47202,48.42
63636,41.06
20580,147.03
30254,20610.52
14949,2694.62
12654,1550.38
26216,56.35
27276,1216.71
63260,1581.62
21021,758.97
44216,40.67
27178,2766.99
12670,42.98
4958,61.73
55847,389.49
20652,536.77
1709,136.91
30417,371.9
17651,13206.41
61065,27.82
12095,93.94
35141,379.81
10095,383.58
59186,142.1
26777,2117.58
50703,482.76
56557,389.1
53605,6065.64
54109,1435.69
1424,48.69
49712,40.7
48321,32.12
21342,6323.16
15472,867.84
35589,95.63
15661,337.93
34966,857.12
28644,264.9
12688,429.85
58974,32.15
12085,289.08
52920,1801.05
16666,4803.02
4407,104.13
43468,463.73
51179,36.4
49032,1134.6
6677,606.57
31251,1949.64
45680,249.94
30221,486.68
49133,63.37
27506,2676.25
37032,60.82
25336,601.46
42955,34.95
427,2395.62
65347,97.61
23132,178.26
18071,2862.39
45496,27.82
20711,123.78
37710,45.5
41114,1109.93
54043,27.86
4147,24.24
42371,26.69
11722,10894.3
34758,882.78
45111,379.35
20127,42.2
40598,83.29
55668,927.99
40508,39.06
46896,31.95
27310,41.1
49966,2630.59
46627,890.2
47056,78.23
30636,2016.5
27132,82.24
38466,3257.32
38060,3559.07
64101,32.2
2906,587.01
58936,70.95
12660,48.71
22928,731.16
39383,30.83
46415,32.14
609,1123.65
11545,6866.88
5273,31.88
35873,1485.81
14066,48.71
934,1028.5
42005,2015.76
