ANO_VENCIMENTO,MES_VENCIMENTO,TRIMESTRE,VALOR_FATURA_lag1,VALOR_FATURA_lag2
2024,11,4,40.82,41.09
2022,7,3,55.24,55.2
2023,9,3,136.26,136.58
2023,8,3,36.73,36.74
2024,11,4,36.44,124.82
2023,4,2,3564.73,2354.64
2023,12,4,734.19,591.13
2023,3,1,374.68,1573.1
2022,4,2,24.91,251.63
2022,7,3,150.54,84.93
2022,5,2,104.45,215.6
2024,3,1,5845.71,10212.27
2023,9,3,47.38,47.39
2023,6,2,49.92,50.0
2024,4,2,718.65,243.98
2024,10,4,48.51,465.03
2023,1,1,48.71,55.24
2022,4,2,229.48,289.25
2024,1,1,26.89,94.99
2022,12,4,2714.64,2814.73
2023,8,3,866.84,957.1
2024,8,3,6724.25,7904.53
2023,9,3,335.89,335.76
2024,5,2,634.85,596.94
2022,7,3,31.76,31.88
2023,2,1,55.24,55.2
2024,11,4,28.03,32.28
2024,4,2,1616.49,106.15
2024,11,4,36.4,27.82
2022,8,3,579.43,25.03
2022,9,3,27.98,24.24
2022,7,3,4385.8,908.45
2022,7,3,1108.74,1048.69
2022,5,2,24.24,24.24
2024,8,3,10118.45,9855.14
2022,5,2,4808.36,42.18
2024,4,2,6576.66,6895.7
2022,5,2,24.26,24.24
2024,11,4,17252.78,142.13
2022,12,4,305.13,189.9
2022,7,3,1510.16,970.22
2023,10,4,73.87,86.7
2022,7,3,2052.05,1689.35
2024,8,3,181.57,171.91
2022,7,3,2332.57,2352.27
2023,5,2,2164.06,235.79
2024,12,4,32.48,40.74
2023,6,2,32.39,32.37
2024,12,4,2955.54,3213.53
2023,8,3,1817.46,1746.68
2024,12,4,40.97,45.12
2023,10,4,27.68,47.38
2023,8,3,711.49,120.55
2023,5,2,158.33,131.87
2023,12,4,53.64,46.46
2022,12,4,28.02,24.26
2022,11,4,24.24,24.24
2023,5,2,4092.2,3512.17
2023,8,3,4092.09,3649.86
2024,1,1,2768.06,2722.77
2022,10,4,42.18,42.18
2023,3,1,2848.16,2915.62
2024,6,2,44.99,27.82
2024,1,1,1043.93,1375.09
2024,12,4,791.16,1066.97
2023,7,3,269.09,258.09
2023,10,4,1003.65,45.39
2024,8,3,131.58,122.19
2024,2,1,299.3,353.97
2023,11,4,26.69,27.2
2023,5,2,1561.77,1374.94
2023,2,1,24.24,24.24
2023,3,1,66.39,419.11
2024,4,2,130.72,152.26
2022,6,2,683.03,602.21
2024,1,1,3099.49,3408.95
2024,12,4,97.49,96.92
2022,6,2,5353.01,1691.49
2022,6,2,5640.34,6391.48
2024,9,3,7999.2,7049.98
2024,12,4,1002.21,1000.16
2024,6,2,2538.68,73.04
2024,11,4,930.52,425.74
2024,3,1,19.91,19.76
2022,8,3,624.75,637.58
2024,2,1,6834.76,8574.83
2023,11,4,800.73,642.35
2023,4,2,1500.38,7497.93
2023,7,3,3162.95,2882.85
2024,5,2,1133.62,1202.86
2024,6,2,4680.17,4926.58
2023,12,4,225.19,246.91
2022,6,2,3696.3,2293.07
2024,10,4,27.82,28.03
2022,5,2,2496.03,1510.85
2023,10,4,56.58,59.74
2023,10,4,573.21,511.23
2023,4,2,28.04,29.02
2023,7,3,1653.33,1770.0
2024,12,4,321.21,333.51
2022,11,4,113.81,1147.26
2022,12,4,1670.49,2112.57
2023,5,2,1421.46,1073.5
2023,9,3,82.42,136.19
2024,11,4,4155.87,7799.71
2024,7,3,130.55,55.92
2024,5,2,65.46,78.96
2024,3,1,3639.26,3453.4
2023,1,1,176.36,163.32
2022,11,4,787.53,1850.48
2023,3,1,1575.53,1650.61
2024,9,3,32.2,36.48
2024,5,2,228.45,61.5
2023,6,2,36.74,36.74
2023,12,4,46.46,222.83
2024,1,1,1176.47,1839.24
2024,7,3,20.59,20.59
2024,10,4,45.08,32.2
2022,12,4,42.18,42.18
2022,9,3,510.6,522.16
2024,12,4,40.97,45.2
2024,9,3,36.49,36.48
2023,5,2,1123.46,53.57
2024,4,2,404.72,554.64
2024,1,1,19.76,19.76
2023,8,3,277.0,269.09
2024,5,2,40.75,31.99
2023,6,2,20.76,20.76
2022,5,2,94.25,76.63
2023,3,1,28.0,28.04
2024,9,3,743.71,1181.04
2024,2,1,34.97,34.97
2024,5,2,1409.92,1248.77
2023,12,4,128.34,128.34
2024,6,2,577.82,615.75
2023,3,1,3274.94,6192.71
2023,9,3,30.83,32.38
2024,9,3,49.32,1470.9
2024,4,2,18821.36,17829.3
2024,12,4,1874.07,858.65
2023,6,2,2556.82,2490.44
2022,7,3,24.24,24.24
2023,4,2,39396.16,36841.22
2023,10,4,1944.08,2060.68
2024,10,4,673.89,409.97
2024,1,1,590.83,1948.53
2023,10,4,16714.89,20529.98
2024,10,4,33.15,245.49
2023,1,1,32.63,79.25
2024,6,2,156.81,141.94
2022,4,2,28.04,24.28
2023,8,3,4264.33,9335.36
2023,2,1,887.73,728.12
2024,6,2,902.29,628.55
2022,12,4,3941.25,4855.52
2023,1,1,3518.63,3622.81
2023,10,4,27.2,26.69
2023,12,4,318.8,383.9
2022,12,4,403.82,136.74
2022,9,3,947.96,988.26
2024,2,1,47.39,65.94
2024,7,3,1040.67,1041.55
2022,5,2,27.98,27.98
2024,1,1,208.47,93.83
2022,9,3,2897.11,2515.88
2024,4,2,1013.68,445.2
2023,11,4,6939.72,6994.81
2024,1,1,3542.2,5221.34
2023,11,4,463.68,433.51
2024,5,2,262.67,130.91
2024,2,1,30.83,26.7
2023,1,1,486.94,176.57
2023,4,2,2304.52,152.03
2023,12,4,822.73,889.02
2024,5,2,7845.98,3437.5
2022,12,4,42.18,42.18
2024,4,2,1297.21,2819.35
2023,12,4,53.65,53.64
2022,12,4,24.24,28.0
2023,1,1,2835.13,6368.96
2024,11,4,1988.61,1896.48
2024,7,3,635.26,463.94
2023,1,1,27.98,24.24
2023,4,2,32.37,30.27
2024,12,4,6843.72,5422.54
2022,10,4,272.94,1127.85
2024,11,4,1021.51,1343.43
2024,6,2,539.25,463.73
2023,10,4,22.93,20.42
2023,3,1,148.1,123.89
2023,4,2,32.39,30.27
2024,3,1,125.33,125.36
2023,1,1,24.24,24.24
2024,8,3,3373.04,3321.05
2022,12,4,2931.81,1459.37
2022,5,2,61.73,55.22
2023,6,2,448.64,486.9
2023,2,1,48.69,48.71
2024,1,1,778.16,845.19
2024,3,1,40.67,27.25
2024,10,4,70.85,63.55
2024,12,4,9488.75,13144.9
2022,5,2,28.54,28.54
2023,2,1,4767.56,5758.05
2024,11,4,7916.91,6996.71
2023,2,1,28.02,24.28
2024,7,3,1018.41,1086.39
2023,11,4,53.64,54.66
2023,5,2,32.39,32.39
2022,7,3,123.73,189.53
2023,3,1,31.09,659.57
2023,9,3,16339.93,8574.39
2023,12,4,281.06,46.88
2022,12,4,42.18,113.77
2023,1,1,354.77,242.24
2024,6,2,187.3,171.9
2023,7,3,109.2,109.2
2023,11,4,27.81,195.38
2022,4,2,2498.61,1810.96
2024,9,3,59.2,826.05
2022,11,4,48.68,48.68
2023,8,3,117.31,117.33
2024,11,4,29.1,27.82
2022,9,3,86.43,31.72
2023,10,4,892.17,1353.46
2024,4,2,1743.57,2899.75
2024,7,3,45.06,45.06
2024,3,1,1870.71,2524.72
2024,6,2,2215.42,1640.77
2024,10,4,217.9,217.9
2024,2,1,60.89,93.25
2023,12,4,16943.86,15202.5
2024,7,3,6550.45,3092.64
2023,1,1,2411.69,747.25
2024,11,4,305.39,1859.45
2023,6,2,8572.53,9336.94
2024,9,3,2817.21,639.83
2024,7,3,248.46,142.42
2023,8,3,87.15,622.35
2023,11,4,60.82,69.48
2024,10,4,1924.98,2424.16
2024,7,3,15484.82,11533.58
2023,1,1,78.8,241.8
2024,11,4,1274.54,1505.03
2023,11,4,94.9,35.64
2024,6,2,35881.04,31014.44
2024,3,1,1200.29,1106.95
2023,9,3,7996.9,2151.62
2023,8,3,43.23,41.09
2022,8,3,242.4,255.31
2023,4,2,56.35,45.19
2024,9,3,292.3,367.31
2023,9,3,46.46,46.59
2023,3,1,43.04,48.67
2024,2,1,889.13,1021.6
2024,9,3,1320.71,1182.59
2023,8,3,15873.0,8301.13
2024,5,2,172.45,444.85
2023,5,2,191.91,169.87
2024,7,3,653.62,425.75
2024,1,1,295.18,371.84
2023,1,1,748.97,849.95
2024,10,4,217.68,120.26
2024,10,4,12281.57,12120.72
2024,6,2,8362.47,3215.75
2023,3,1,6890.21,4909.98
2024,12,4,2757.16,1413.82
2024,1,1,128.41,182.57
2024,1,1,3836.06,3836.34
2022,6,2,2033.73,3890.04
2023,3,1,25.7,131.39
2022,9,3,74.81,149.81
2024,11,4,9411.41,9002.73
2024,5,2,27.82,27.82
2024,10,4,3554.9,3526.27
2022,4,2,437.5,321.54
2022,4,2,24.24,24.28
2024,10,4,8649.83,10050.21
2023,2,1,3618.08,2515.03
2024,10,4,2796.38,2823.2
2024,8,3,7736.83,8194.55
2024,3,1,26.7,30.83
2022,10,4,2714.98,2714.46
2022,8,3,232.83,583.3
2024,10,4,312.43,350.26
2023,5,2,2023.94,1501.07
2024,12,4,55.98,55.98
2022,8,3,9628.19,8521.67
2022,12,4,68.3,61.85
2023,6,2,142.92,173.56
2023,5,2,12478.89,58.23
2024,5,2,85.79,78.95
2023,9,3,53.63,60.86
2024,7,3,27.83,27.83
2022,4,2,35.5,31.78
2023,7,3,2351.02,2768.23
2024,10,4,402.56,5558.54
2023,1,1,4082.73,4343.99
2022,9,3,202.97,255.49
2023,11,4,4705.55,4910.63
2024,3,1,12931.73,11225.72
2022,7,3,1128.75,1028.89
2022,6,2,6250.21,4268.39
2024,8,3,142.3,119.61
2024,6,2,55.72,27.82
2023,4,2,523.77,747.39
2023,2,1,48.67,54.28
2022,10,4,1067.38,189.55
2023,4,2,505.63,521.88
2022,10,4,223.0,184.96
2024,12,4,247.7,200.01
2023,12,4,1706.82,1970.28
2022,11,4,25.5,24.24
2022,5,2,48.83,104.03
2022,11,4,242.02,337.86
2023,10,4,27.2,30.82
2023,6,2,56.4,143.14
2022,9,3,1872.24,425.14
2022,8,3,2996.61,3015.47
2024,1,1,30.83,30.83
2022,10,4,1028.12,24.24
2023,8,3,954.97,621.38
2023,12,4,18084.92,30799.72
2023,4,2,93.4,67.66
2023,1,1,4341.52,5050.7
2023,6,2,469.68,6160.14
2023,4,2,82.21,46.53
2024,3,1,246.3,132.93
2022,5,2,1007.92,1388.88
2024,4,2,70.85,55.08
2024,10,4,49.29,566.17
2023,9,3,298.89,165.17
2022,8,3,43.04,48.55
2024,8,3,50.16,2767.03
2022,9,3,6612.45,8899.89
2023,4,2,6551.91,4801.46
2023,10,4,94.56,82.37
2024,3,1,27045.91,24559.42
2024,6,2,56.37,49.33
2022,5,2,437.17,1529.01
2022,8,3,28.04,42.94
2023,2,1,28.0,28.0
2022,6,2,189.44,114.05
2023,12,4,144.69,145.01
2023,10,4,35.63,34.97
2024,8,3,4231.97,7257.3
2022,6,2,453.73,202.72
2024,9,3,63.34,63.34
2024,6,2,2345.16,720.46
2023,11,4,72.24,80.42
2022,6,2,84.71,79.07
2023,6,2,109.23,120.55
2022,12,4,520.08,1127.98
2024,4,2,99.05,106.35
2024,10,4,620.78,3520.15
2024,12,4,41.63,40.74
2024,8,3,974.78,1909.71
2023,12,4,302.25,179.91
2023,2,1,27.98,24.24
2022,6,2,61.76,68.26
2024,9,3,63.44,55.97
2022,11,4,35.48,31.76
2024,11,4,18974.49,21112.37
2022,6,2,35.52,35.52
2022,12,4,55.24,55.22
2024,12,4,32.2,32.11
2024,6,2,27.94,62.28
2022,6,2,17.94,17.94
2024,6,2,833.25,598.21
2024,3,1,27.25,30.84
2023,11,4,86.53,31.44
2024,8,3,619.48,1018.54
2023,8,3,865.2,1142.67
2023,3,1,278.94,487.13
2023,9,3,11070.08,11795.95
2022,8,3,8496.84,7411.81
2024,12,4,331.53,172.57
2023,11,4,1818.83,2013.72
2023,10,4,1819.61,2016.75
2024,11,4,6054.67,134.55
2023,10,4,2435.58,3453.48
2022,8,3,1771.38,1731.48
2024,5,2,27.83,31.89
2024,7,3,48.42,63.35
2024,6,2,3529.02,3460.02
2023,4,2,582.15,111.74
2022,9,3,3476.33,3176.06
2024,7,3,10096.85,10770.42
2024,7,3,1778.15,1755.2
2023,11,4,30.83,31.41
2023,6,2,639.36,2023.68
2022,8,3,202.41,61.78
2023,5,2,32.39,32.39
2022,10,4,1208.98,2813.78
2024,2,1,7250.8,7457.36
2024,9,3,27.9,36.48
2023,3,1,45.6,24.32
2023,6,2,368.23,403.51
2022,11,4,282.14,28.0
2023,10,4,1950.36,2834.56
2024,6,2,32.32,32.12
2023,1,1,28.0,27.98
2024,7,3,32.12,32.12
2022,12,4,35.52,35.52
2022,6,2,24.24,24.24
2023,1,1,437.65,503.01
2024,10,4,9428.29,8917.7
2022,5,2,304.68,305.17
2022,5,2,728.91,1228.5
2022,9,3,4341.26,4717.63
2023,1,1,24.24,24.24
2023,4,2,277.68,242.14
2024,12,4,3081.39,2973.56
2023,6,2,2303.05,2278.73
2022,4,2,338.36,321.83
2024,4,2,81.48,27.68
2022,12,4,55.24,55.24
2023,10,4,5248.81,9459.2
2023,2,1,1611.13,889.57
2022,11,4,223.67,556.84
2022,8,3,11353.23,13643.37
2023,11,4,3374.65,18310.49
2023,1,1,43.6,1129.01
2022,5,2,48.73,84.53
2022,10,4,28.0,28.0
2024,7,3,1962.63,1847.52
2023,12,4,30.83,30.83
2023,11,4,1884.07,1735.47
2023,9,3,103.17,34.97
2024,2,1,854.62,1006.94
2024,6,2,539.87,444.92
2022,4,2,728.99,988.9
2024,7,3,2722.22,2517.11
2023,10,4,4410.77,5505.11
2024,8,3,5123.05,8336.84
2024,7,3,50.87,48.41
2024,4,2,187.52,426.77
2023,5,2,28.06,32.39
2022,11,4,636.27,567.12
2024,11,4,144.06,132.19
2023,3,1,1413.82,5923.74
2023,10,4,165.79,701.36
2023,2,1,65.52,65.63
2023,10,4,4772.99,5559.36
2022,12,4,203.68,189.48
2022,11,4,59.99,222.68
2024,3,1,53.64,46.46
2024,8,3,27.86,27.82
2023,1,1,71.25,43.09
2023,10,4,36.14,27.57
2024,11,4,4630.78,1712.88
2024,11,4,1297.22,1389.07
2022,6,2,24.24,27.98
2022,8,3,288.48,271.89
2023,12,4,3761.25,2945.21
2022,6,2,1616.03,179.3
2022,12,4,27.98,24.24
2023,9,3,9172.91,8003.36
2022,9,3,116.62,108.73
2024,2,1,955.31,1154.12
2023,11,4,281.04,170.48
2023,12,4,53.64,46.52
2023,12,4,46.46,47.6
2023,8,3,7851.29,8650.62
2024,9,3,483.7,388.38
2024,10,4,882.12,951.23
2023,6,2,16572.04,21753.11
2022,10,4,32.18,65.46
2024,4,2,55.77,32.61
2024,5,2,28.02,32.38
2024,1,1,26.9,26.69
2024,10,4,27.82,27.86
2024,1,1,193.91,60.8
2024,4,2,653.91,582.54
2024,11,4,494.22,494.24
2022,4,2,2908.22,1637.22
2022,10,4,17.94,17.94
2023,1,1,3554.58,1288.96
2023,9,3,53.55,43.25
2024,10,4,72.22,332.03
2022,4,2,2395.49,2353.01
2023,12,4,3123.01,10469.73
2022,4,2,2276.89,2561.09
2022,8,3,24.26,24.26
2023,11,4,136.3,193.57
2024,6,2,202.0,202.26
2023,6,2,32.37,28.04
2023,11,4,371.78,382.9
2023,1,1,27.98,24.24
2023,10,4,1735.47,2280.9
2024,8,3,2564.66,2239.17
2024,7,3,40.75,40.98
2023,1,1,2071.65,3557.42
2024,11,4,16233.68,12996.16
2024,6,2,108.25,97.11
2023,9,3,518.2,554.89
2023,6,2,3069.22,981.3
2024,10,4,1572.65,482.28
2023,1,1,56.52,63.37
2024,3,1,306.52,372.21
2024,5,2,201.22,223.01
2022,9,3,42.2,84.51
2024,8,3,577.94,232.38
2023,6,2,1916.86,2117.58
2024,12,4,32.2,32.11
2022,4,2,260.56,279.85
2024,12,4,9667.27,5887.29
2024,11,4,4853.82,4882.83
2023,11,4,7716.48,8294.0
2024,12,4,4138.86,3196.13
2022,6,2,123.85,114.23
2024,10,4,12489.3,15929.24
2022,4,2,371.55,487.14
2023,11,4,137.11,223.38
2023,12,4,43.93,371.43
2024,6,2,49.26,56.19
2024,11,4,27.82,27.82
2022,10,4,242.09,251.22
2023,8,3,45.37,32.37
2023,6,2,82.41,108.34
2023,3,1,1554.94,3578.33
2023,9,3,171.79,27.1
2024,4,2,28.42,27.68
2023,5,2,2366.14,1863.82
2024,5,2,2536.44,1664.0
2022,9,3,215.46,42.46
2023,4,2,3513.48,1870.59
2022,5,2,55.22,48.73
2022,12,4,3857.84,4500.68
2024,4,2,1716.09,2696.89
2024,2,1,4496.49,6651.84
2023,6,2,63.9,63.9
2023,5,2,2744.92,2188.32
2024,6,2,49.29,49.37
2022,10,4,48.55,48.55
2024,2,1,1596.76,1861.53
2023,9,3,266.72,409.96
2023,1,1,4248.51,6724.73
2023,12,4,2347.55,1927.7
2024,5,2,1380.58,1459.44
2023,10,4,1538.47,1287.12
2024,2,1,350.34,350.39
2024,6,2,70.8,108.17
2023,3,1,1817.33,1771.61
2023,4,2,75.86,79.87
2024,9,3,2910.43,1666.46
2022,4,2,74.92,84.67
2024,3,1,35.89,39.1
2024,5,2,70.83,55.88
2023,3,1,2441.71,3083.45
2024,7,3,212.12,4166.54
2023,1,1,551.87,532.55
2023,8,3,39.25,28.24
2024,12,4,523.43,571.48
2023,8,3,53.67,56.35
2023,4,2,89.3,92.23
2023,2,1,163.23,150.39
2023,12,4,30.82,26.69
2024,4,2,2146.7,1787.88
2024,7,3,27.82,36.4
2022,11,4,136.74,68.24
2022,4,2,1342.0,1339.3
2023,11,4,5689.68,6075.56
2022,9,3,48.71,42.22
2022,8,3,5380.04,5639.49
2024,6,2,32.11,27.83
2022,9,3,5378.66,5448.79
2022,10,4,1731.12,908.66
2024,7,3,48.46,48.41
2023,10,4,69.32,60.82
2023,12,4,510.9,473.13
2023,11,4,402.88,1349.52
2024,12,4,5029.43,5394.89
2022,8,3,24.24,28.0
2023,10,4,147.62,182.59
2023,7,3,3535.69,3093.29
2022,7,3,317.68,65.74
2022,7,3,24.24,24.3
2023,3,1,73203.91,103231.15
2022,5,2,163.01,149.83
2022,4,2,24.84,124.61
2024,4,2,27.98,27.62
2024,2,1,910.16,1440.2
2024,5,2,108.26,107.88
2023,4,2,63.26,55.24
2023,9,3,26.72,26.72
2024,3,1,44.36,26.7
2024,11,4,179.8,321.66
2023,9,3,103.86,426.98
2024,2,1,93.12,150.63
2024,4,2,109.54,1590.77
2023,4,2,14711.45,14227.6
2022,10,4,24.24,24.24
2023,2,1,2454.36,3477.12
2022,5,2,42.18,55.22
2023,3,1,124.94,65.78
2022,10,4,666.96,627.07
2022,8,3,31.76,31.76
2024,8,3,928.04,880.1
2023,10,4,397.67,408.66
2023,3,1,1108.28,2792.92
2024,2,1,591.14,733.9
2023,11,4,46.64,153.62
2024,1,1,60.82,60.82
2023,6,2,98.1,1118.42
2022,7,3,104.21,94.41
2023,6,2,36.74,36.74
2022,11,4,7365.71,7247.27
2024,8,3,6302.75,6225.86
2023,5,2,110.57,81.76
2024,8,3,27.93,27.82
2024,3,1,35.06,128.45
2024,9,3,995.43,4124.86
2024,8,3,3440.26,3344.21
2023,10,4,255.75,208.64
2024,1,1,9641.0,8448.79
2023,8,3,2447.78,37.24
2023,9,3,75.37,75.18
2023,5,2,4320.28,2304.52
2022,6,2,126.24,184.51
2022,12,4,1429.62,1449.79
2024,10,4,55.87,55.87
2023,9,3,39.11,39.11
2023,1,1,24.24,71.0
2023,8,3,93.14,97.91
2023,11,4,179.83,396.17
2023,2,1,61.86,61.75
2023,1,1,3711.7,3977.72
2024,10,4,6396.31,7431.02
2023,11,4,371.44,34.55
2024,11,4,953.0,858.72
2022,12,4,2532.39,1870.13
2023,10,4,212.37,194.08
2023,11,4,18829.1,2596.34
2023,6,2,265.24,49.58
2024,9,3,2311.57,1960.92
2023,1,1,27.98,24.24
2024,1,1,39.09,34.97
2024,7,3,1409.59,142.59
2023,12,4,158.32,189.29
2022,11,4,222.52,24.24
2023,1,1,28.54,28.56
2024,8,3,40.9,55.97
2024,4,2,299.48,315.05
2022,8,3,272.26,255.61
2024,5,2,232.45,276.95
2023,6,2,53939.38,92900.85
2022,5,2,56.52,125.27
2024,2,1,3662.77,4764.97
2023,4,2,1074.59,1999.26
2024,2,1,30.83,26.7
2022,12,4,54.77,308.63
2023,6,2,429.92,264.44
2022,11,4,1229.11,1108.75
2024,9,3,55.72,27.82
2024,6,2,6356.88,5331.21
2023,10,4,1521.12,2281.61
2024,12,4,576.52,626.75
2022,4,2,327.46,694.46
2023,2,1,371.37,42.18
2024,4,2,972.14,1615.34
2023,5,2,525.18,413.2
2024,8,3,142.13,133.73
2024,10,4,78.47,71.01
2022,9,3,4416.25,4055.3
2024,11,4,12576.57,7175.74
2022,10,4,24.24,24.24
2024,4,2,1366.36,1669.38
2023,7,3,41.05,32.39
2023,9,3,5508.16,3298.3
2023,5,2,63.9,62.67
2023,4,2,28.04,26.65
2022,11,4,888.22,1770.67
2024,3,1,48.43,47.3
2024,4,2,558.84,598.22
2023,5,2,6872.19,608.26
2024,2,1,933.28,690.5
2022,6,2,338.04,520.29
2024,9,3,655.19,445.76
2024,2,1,335.72,75.51
2024,6,2,78.31,97.02
2022,10,4,5639.54,3580.81
2022,5,2,48.67,48.67
2024,12,4,981.06,178.02
2022,6,2,12974.73,5075.08
2024,6,2,5112.13,7036.95
2023,4,2,2349.45,193.7
2023,12,4,34.97,34.97
2023,1,1,61.79,61.73
2022,4,2,71.04,24.28
2022,9,3,9273.03,7504.49
2023,1,1,593.55,694.16
2023,2,1,6237.42,3196.81
2024,5,2,27.82,27.67
2024,1,1,5716.04,6859.05
2023,4,2,680.28,427.85
2024,5,2,81.49,48.94
2024,11,4,1412.41,1504.92
2023,9,3,30.83,43.19
2023,1,1,21593.42,35360.27
2023,7,3,3860.22,4301.32
2024,4,2,74.88,86.67
2022,5,2,28.0,27.98
2024,3,1,31.71,30.83
2023,6,2,5762.55,11025.64
2023,10,4,881.75,980.4
2024,4,2,479.55,463.69
2022,12,4,337.23,24.24
2024,7,3,634.38,232.43
2024,10,4,130.97,108.57
2023,2,1,251.72,270.76
2022,12,4,807.2,503.83
2022,10,4,520.34,437.57
2022,11,4,42.18,42.2
2024,4,2,55.96,54.48
2023,3,1,67.62,163.67
2023,3,1,53.77,61.88
2024,8,3,858.73,903.31
2023,12,4,194.15,223.06
2023,7,3,45.44,45.45
2024,5,2,36.41,32.12
2024,10,4,350.91,189.19
2023,2,1,84.66,74.88
2022,9,3,45.74,46.11
2024,3,1,464.72,572.96
2022,5,2,1956.01,73.75
2023,5,2,3021.22,1191.63
2024,10,4,4245.75,3714.86
2022,9,3,2614.22,2554.09
2024,11,4,200.01,1809.52
2023,10,4,336.23,536.25
2024,12,4,9121.52,3101.29
2023,1,1,4057.55,4373.45
2023,11,4,180.66,74.9
2023,3,1,2915.67,3238.23
2024,6,2,168.42,179.31
2023,3,1,65.57,71.19
2022,7,3,1050.71,1649.83
2024,3,1,6433.88,1795.42
2023,6,2,57.44,57.42
2024,8,3,5610.48,4844.65
2023,8,3,194.15,219.17
2023,2,1,4861.41,4341.52
2022,9,3,586.61,503.77
2022,5,2,229.14,272.06
2023,11,4,822.54,856.75
2024,3,1,2039.74,1700.89
2024,10,4,49.29,768.3
2023,7,3,203.96,188.51
2022,9,3,24.26,131.47
2023,7,3,32.37,32.37
2024,6,2,27.83,27.83
2024,5,2,3995.9,1169.78
2024,1,1,119.96,47.33
2023,5,2,1840.46,2133.0
2022,9,3,3576.6,388.43
2022,12,4,2713.39,1631.0
2023,11,4,19.76,20.13
2024,8,3,5066.23,3299.63
2023,2,1,66.14,139.16
2022,9,3,2272.03,1630.75
2023,11,4,131.79,146.02
2024,6,2,27.82,40.73
2024,8,3,791.37,903.45
2024,9,3,63.44,63.43
2022,7,3,915.01,953.61
2022,11,4,104.07,61.8
2023,11,4,226.09,65.95
2024,2,1,149.42,164.71
2022,11,4,606.68,553.44
2024,9,3,27802.47,20946.58
2024,12,4,56.27,44.99
2022,4,2,2072.84,1832.46
2024,12,4,63.56,63.76
2024,6,2,277.64,596.6
2022,8,3,202.37,114.13
2022,12,4,6987.54,7572.03
2024,2,1,4004.33,2281.34
2024,6,2,262.56,327.55
2022,11,4,7741.02,5598.99
2023,12,4,30.83,30.83
2024,8,3,1762.51,2375.51
2023,4,2,505.02,454.27
2024,7,3,56.98,37.41
2023,8,3,70.39,2419.92
2024,9,3,7535.74,7668.92
2023,9,3,111.63,161.51
2024,3,1,30.83,30.83
2024,2,1,120.23,66.37
2022,10,4,788.91,1181.11
2023,9,3,4677.94,5792.9
2024,2,1,3696.84,3298.09
2023,6,2,346.32,470.25
2024,10,4,4451.94,7029.5
2023,5,2,71.67,49.21
2024,2,1,372.21,408.69
2022,8,3,114.0,150.09
2023,11,4,7576.46,7730.42
2023,2,1,94.4,104.26
2023,7,3,219.39,158.52
2023,3,1,53.57,28.0
2024,7,3,2124.35,3712.05
2023,1,1,603.44,4906.35
2024,6,2,764.2,232.54
2022,5,2,1949.86,607.25
2023,9,3,75.2,68.15
2023,7,3,2727.97,62.71
2023,9,3,53.64,53.64
2022,6,2,7972.68,6585.14
2024,8,3,27.82,32.12
2023,12,4,1121.42,1032.39
2022,11,4,6962.61,5782.79
2022,6,2,17.94,17.94
2024,8,3,48.46,55.88
2024,9,3,2565.54,2679.58
2023,9,3,554.71,536.31
2022,4,2,1008.82,948.26
2024,7,3,6769.15,8068.72
2023,1,1,11917.53,15457.87
2022,12,4,5025.67,5461.13
2022,4,2,42.18,42.18
2023,9,3,30.83,32.38
2024,8,3,1825.53,1202.53
2024,4,2,23269.4,20477.57
2022,9,3,27.98,24.24
2024,9,3,32.15,32.15
2023,9,3,179.64,68.03
2024,8,3,204.28,48.41
2024,9,3,16699.18,12745.31
2022,9,3,24.24,24.24
2023,12,4,1065.99,999.37
2024,4,2,62.38,103.77
2024,9,3,1051.31,985.39
2023,2,1,868.54,822.33
2024,8,3,134.05,125.01
2022,5,2,24.24,24.24
2022,4,2,59.95,59.94
2023,10,4,27.28,26.7
2022,12,4,4459.83,2877.39
2024,10,4,369.57,369.52
2023,5,2,1537.38,1444.65
2023,5,2,71.45,83.17
2023,2,1,93.89,93.91
2024,6,2,19483.27,34729.21
2024,1,1,105.45,94.65
2024,11,4,32.11,27.82
2024,11,4,97.35,217.35
2022,9,3,1811.18,1452.24
2023,6,2,5508.14,1123.46
2023,11,4,756.62,649.07
2023,12,4,4234.46,4260.44
2024,12,4,32.11,32.15
2024,12,4,234.58,131.57
2023,2,1,28.0,28.02
2023,4,2,3815.98,3483.3
2024,7,3,70.1,984.4
2022,6,2,24.24,24.24
2023,12,4,67.99,53.64
2023,11,4,4702.78,5085.51
2023,2,1,27.98,24.24
2022,5,2,3476.47,1312.2
2024,1,1,3033.1,3761.25
2022,7,3,271.65,1107.6
2022,12,4,242.24,176.53
2024,12,4,2868.3,860.72
2024,11,4,7538.53,8188.57
2022,12,4,55.24,60.26
2024,6,2,12993.77,10418.87
2024,12,4,124.78,27.82
2023,11,4,1242.59,1109.6
2022,9,3,6040.5,5167.06
2023,7,3,467.78,73.69
2023,6,2,56.63,173.61
2023,4,2,45.51,45.69
2022,4,2,54.18,28.0
2024,3,1,9638.11,54.98
2024,5,2,368.84,368.83
2024,9,3,1477.61,974.78
2024,4,2,3966.77,4462.93
2024,3,1,447.01,103.42
2023,10,4,619.4,391.02
2022,8,3,17.94,17.94
2022,11,4,48.97,101.71
2023,10,4,35.63,34.97
2024,12,4,5538.27,6045.29
2024,3,1,31.0,30.83
2024,4,2,62.28,60.79
2024,4,2,2265.38,3641.8
