ANO_VENCIMENTO,MES_VENCIMENTO,TRIMESTRE,VALOR_FATURA_lag1,VALOR_FATURA_lag2
2024,2,1,30.82,30.82
2023,1,1,6370.31,6818.95
2022,12,4,31.76,31.76
2023,7,3,32.39,32.39
2023,5,2,56.39,71.45
2022,9,3,404.17,1628.89
2024,6,2,916.88,731.81
2024,8,3,732.9,651.78
2024,11,4,1434.15,280.09
2024,10,4,27.82,757.18
2023,10,4,4060.32,2787.6
2022,11,4,123.79,114.02
2024,1,1,481.8,646.22
2024,7,3,1156.78,787.36
2023,8,3,30.83,32.39
2023,3,1,1613.17,1428.25
2022,6,2,4483.62,3438.43
2022,9,3,42.18,1187.68
2023,7,3,28.04,28.04
2022,4,2,31.76,31.76
2022,6,2,48.68,39.2
2024,2,1,12708.71,16343.14
2024,7,3,7304.04,6643.85
2022,6,2,1430.34,1169.3
2024,8,3,3103.84,3585.76
2023,8,3,60.82,48.84
2022,9,3,1451.0,2213.61
2023,2,1,68.51,123.75
2024,5,2,332.31,32.62
2023,5,2,3094.02,2940.63
2024,3,1,68.12,67.99
2024,3,1,2103.4,4859.62
2024,4,2,2981.21,3872.0
2024,2,1,30.84,31.0
2024,8,3,36.48,27.96
2022,11,4,3216.19,3315.71
2022,6,2,124.04,175.06
2024,5,2,1063.98,202.63
2024,10,4,27.82,27.82
2022,8,3,24.24,24.24
2024,11,4,1088.9,1387.31
2024,9,3,30.56,31.55
2022,5,2,24.24,24.24
2023,12,4,91.07,36.71
2024,10,4,78.26,63.6
2022,8,3,3964.37,7287.98
2024,6,2,48.58,49.43
2024,8,3,14801.63,11615.69
2024,2,1,6104.68,6443.24
2024,12,4,487.72,542.46
2022,8,3,28.0,27.98
2023,9,3,99.61,99.87
2023,11,4,999.7,1082.43
2022,5,2,10671.75,9490.56
2023,12,4,1154.2,1000.25
2023,9,3,30.83,30.83
2023,10,4,168.09,280.91
2022,12,4,42.18,48.71
2023,9,3,193.08,203.56
2024,5,2,3989.46,6765.94
2022,12,4,66405.54,79023.47
2022,6,2,55.22,48.73
2023,7,3,110.97,110.79
2022,7,3,768.31,1148.75
2024,1,1,19.76,19.76
2022,8,3,828.16,706.38
2024,12,4,27.82,27.82
2023,12,4,60.82,61.11
2024,1,1,30.83,30.83
2022,5,2,746.99,105.6
2022,4,2,24.24,24.24
2024,8,3,2888.88,2815.32
2023,11,4,8107.58,10291.04
2024,5,2,972.07,882.88
2024,1,1,70.84,1153.9
2023,1,1,1792.28,2091.73
2022,8,3,242.15,321.59
2023,2,1,1874.24,1710.74
2024,7,3,222.53,211.37
2024,6,2,37.25,32.16
2024,8,3,7117.62,1478.48
2023,11,4,59.8,28.02
2024,12,4,1051.38,50.96
2024,1,1,179.64,152.45
2022,8,3,928.43,1108.9
2024,2,1,34.95,34.99
2023,4,2,33.16,204.84
2024,1,1,10861.86,12575.23
2023,5,2,4475.02,53.31
2022,4,2,1832.29,2153.0
2022,4,2,48.69,42.18
2024,4,2,44.89,39.16
2023,10,4,27.23,26.69
2024,6,2,6756.35,5651.36
2022,11,4,2256.87,2316.14
2023,7,3,3790.24,4801.4
2024,5,2,48.41,764.28
2024,6,2,7253.57,6320.55
2023,7,3,56.35,56.33
2023,4,2,150.93,131.49
2023,9,3,5247.5,8209.13
2023,5,2,91.19,69.28
2022,10,4,84.49,4548.96
2022,7,3,24.24,24.24
2022,5,2,2457.3,86.75
2023,11,4,1551.68,994.56
2024,6,2,52.9,4439.5
2023,12,4,1109.9,1044.34
2024,8,3,36.64,32.12
2024,12,4,657.33,617.19
2024,7,3,406.67,292.77
2023,1,1,3578.0,5072.86
2022,12,4,30166.65,28323.72
2023,7,3,4045.54,3302.96
2023,10,4,2861.51,3851.17
2024,7,3,833.99,1064.28
2022,10,4,2153.95,1472.61
2024,7,3,3666.76,4516.71
2022,7,3,215.58,176.12
2024,3,1,3674.93,5353.0
2023,7,3,235.89,191.87
2024,7,3,634.95,157.53
2024,11,4,543.28,277.99
2023,12,4,7099.36,6705.15
2024,7,3,9855.14,56.0
2022,12,4,4367.91,12578.64
2024,12,4,27.82,27.82
2024,6,2,63.38,70.8
2024,4,2,375.08,389.09
2022,12,4,43.09,86.22
2023,3,1,432.63,375.78
2023,8,3,277.06,280.19
2024,2,1,103.35,103.39
2024,1,1,34.97,34.97
2023,3,1,28.42,27.98
2024,10,4,3646.24,1344.45
2022,8,3,337.59,84.56
2023,5,2,15750.82,12689.17
2024,3,1,54.97,68.02
2024,7,3,1501.68,1294.57
2022,7,3,1750.73,1932.13
2024,6,2,262.5,187.2
2023,11,4,676.52,679.78
2022,6,2,4200.53,3376.86
2024,7,3,32.12,32.12
2024,3,1,5624.81,1552.15
2024,8,3,27.82,27.82
2023,11,4,800.57,713.26
2024,9,3,1411.5,1435.06
2023,11,4,2613.4,2508.76
2023,12,4,60.82,60.82
2024,4,2,445.49,79.12
2022,12,4,10403.26,5409.02
2023,8,3,75.2,97.85
2024,4,2,310.53,320.05
2024,12,4,36.49,32.15
2024,11,4,2288.93,2404.49
2024,7,3,277.57,311.84
2023,2,1,24.24,1904.02
2022,9,3,65.46,146.48
2022,4,2,31.76,31.76
2023,12,4,30.82,26.69
2024,12,4,4181.58,3650.66
2024,3,1,31.57,30.82
2024,2,1,82.26,99.83
2024,12,4,371.14,464.6
2023,8,3,625.64,710.77
2023,7,3,1189.53,1143.1
2023,7,3,28.06,32.39
2022,11,4,24.26,24.24
2024,1,1,266.5,136.39
2022,6,2,887.58,646.82
2024,9,3,245.1,520.05
2023,2,1,647.31,727.46
2022,4,2,24.32,24.24
2024,11,4,63.44,63.44
2023,8,3,9825.98,11269.75
2022,10,4,4482.82,3988.69
2023,8,3,125.49,109.36
2024,4,2,48.41,54.99
2023,8,3,95.02,91.1
2023,5,2,1816.28,1491.02
2024,9,3,48.46,55.92
2024,9,3,21523.08,75.68
2022,4,2,24.24,24.24
2024,7,3,40.75,40.75
2023,7,3,20610.52,19131.65
2024,12,4,562.52,523.3
2023,2,1,339.89,437.72
2024,6,2,32.11,32.12
2022,9,3,3941.11,4198.8
2023,6,2,910.0,747.94
2022,7,3,28.0,28.0
2024,6,2,539.25,444.94
2024,12,4,791.5,617.05
2024,9,3,3348.12,2845.59
2024,11,4,45.03,45.16
2023,10,4,31.41,30.83
2024,10,4,55.92,55.92
2024,5,2,2793.51,428.9
2023,6,2,16488.9,15697.72
2023,2,1,570.45,1229.23
2024,6,2,212.27,168.17
2024,9,3,32.2,32.15
2022,5,2,503.95,503.86
2023,4,2,191.92,183.35
2023,5,2,32.39,31.76
2024,11,4,263.21,187.87
2024,10,4,55.87,48.51
2023,1,1,31.76,31.76
2023,6,2,300.31,4803.88
2023,8,3,3585.95,3465.05
2024,5,2,2583.44,3872.95
2024,11,4,1760.06,2426.46
2024,9,3,32.15,32.15
2023,6,2,1923.79,550.58
2023,1,1,3036.92,3820.9
2024,1,1,511.18,460.4
2022,9,3,131.54,71.23
2023,5,2,9526.68,7781.7
2022,6,2,215.9,229.05
2024,2,1,30.83,30.83
2024,3,1,1651.74,822.72
2023,8,3,161.51,91.0
2022,4,2,1469.27,1699.75
2024,11,4,560.52,655.24
2024,2,1,10316.45,9380.93
2022,9,3,31.76,31.76
2023,5,2,63.9,63.26
2023,8,3,3187.81,1260.82
2023,7,3,91.32,28.49
2023,12,4,1065.78,888.86
2023,12,4,30.83,30.83
2023,5,2,1049.84,714.04
2023,5,2,817.92,563.6
2023,11,4,60.91,87.64
2023,2,1,2874.95,2313.44
2024,2,1,34.94,26.69
2024,12,4,544.92,559.7
2024,3,1,61.78,75.17
2022,8,3,24.28,24.24
2024,7,3,232.49,48.74
2024,8,3,7479.02,6307.67
2024,12,4,188.56,521.28
2024,11,4,406.25,22.51
2024,1,1,208.74,194.34
2022,6,2,725.76,1039.87
2022,6,2,48.68,48.63
2024,6,2,856.26,262.6
2024,8,3,244.53,201.2
2022,5,2,42.94,43.0
2023,3,1,68.22,42.18
2023,6,2,17196.26,21239.66
2024,1,1,25829.94,21491.97
2024,4,2,176.74,91.67
2022,12,4,2032.45,1811.22
2023,1,1,6767.79,1711.05
2022,11,4,1148.87,1008.39
2022,5,2,42.18,48.71
2023,2,1,3407.24,4103.97
2024,9,3,7837.71,8704.16
2024,12,4,28.93,90.66
2023,7,3,69.36,75.84
2024,2,1,317.11,46.46
2022,6,2,6014.79,4673.46
2024,5,2,3413.21,656.53
2022,10,4,32.13,24.26
2023,11,4,82.31,83.99
2024,4,2,1018.94,4347.02
2022,6,2,5267.69,9912.87
2024,8,3,49.48,49.37
2023,10,4,91.33,614.66
2024,3,1,63.04,194.29
2024,1,1,43.26,43.26
2024,1,1,26.69,30.82
2022,11,4,163.32,176.5
2023,5,2,3311.51,2715.71
2022,8,3,1168.12,887.2
2023,6,2,1700.82,2210.34
2022,11,4,31.74,28.0
2024,12,4,13255.79,7809.37
2022,8,3,12889.23,15339.87
2023,10,4,585.45,627.53
2024,12,4,55.98,55.87
2023,1,1,24.26,21.03
2023,3,1,887.78,968.03
2024,2,1,1661.54,266.7
2022,12,4,42.18,48.69
2024,4,2,742.16,780.54
2022,5,2,3135.79,2335.81
2024,12,4,1022.57,812.79
2023,4,2,219.1,148.1
2023,7,3,601.3,143.12
2024,3,1,77.02,82.4
2024,3,1,56.36,1529.79
2024,1,1,1724.5,6252.89
2022,11,4,42.94,42.94
2022,9,3,3598.33,3297.16
2024,7,3,3025.59,19354.55
2022,9,3,228.98,242.15
2022,12,4,55.22,55.22
2022,12,4,867.18,43.59
2023,6,2,352.86,352.72
2023,8,3,10704.57,58.06
2023,8,3,43.25,45.44
2024,4,2,63.35,61.3
2022,6,2,2813.52,2794.07
2023,10,4,27.2,26.69
2024,2,1,803.65,891.17
2023,5,2,2071.62,1568.08
2022,12,4,27.98,42.98
2022,4,2,150.19,176.48
2022,7,3,24.24,24.24
2024,5,2,28.35,255.84
2024,4,2,133.71,128.86
2022,9,3,1055.59,3824.97
2024,4,2,45.01,26.74
2022,11,4,42.98,24.3
2024,10,4,1066.39,974.34
2024,10,4,49.54,28.07
2023,12,4,11383.61,9743.81
2023,9,3,19.76,19.76
2024,1,1,26.69,26.69
2022,8,3,123.73,176.27
2024,6,2,1455.32,232.8
2024,11,4,1920.16,2219.77
2024,11,4,1020.57,908.98
2023,1,1,6482.79,6581.84
2023,10,4,55.14,53.64
2022,6,2,2053.05,1550.94
2023,7,3,887.25,601.86
2024,8,3,40.74,200.82
2024,3,1,75.67,590.44
2022,4,2,1949.64,113.97
2022,8,3,150.03,94.49
2023,3,1,1099.07,948.11
2023,2,1,29216.46,26317.73
2024,6,2,27.82,27.82
2022,11,4,24.26,24.24
2023,1,1,1409.72,648.5
2022,11,4,14306.43,12913.58
2023,6,2,56.29,56.29
2022,10,4,1250.14,1295.37
2024,9,3,68.6,27.82
2024,6,2,425.79,324.44
2022,4,2,834.21,984.1
2024,10,4,49.29,301.2
2022,9,3,2937.12,3557.73
2024,9,3,3925.66,3833.53
2023,6,2,640.27,640.16
2023,3,1,809.01,747.36
2023,10,4,54.51,46.47
2024,4,2,55.9,61.73
2023,7,3,1142.67,1954.07
2022,8,3,17.94,17.94
2022,12,4,31.85,39.26
2022,10,4,5154.47,6414.25
2023,4,2,358.18,256.19
2023,8,3,6468.57,5731.83
2024,2,1,854.64,1273.78
2024,9,3,48.56,70.94
2023,7,3,48.82,48.8
2022,11,4,31.76,31.76
2023,1,1,24.32,54.29
2023,7,3,3021.32,314.45
2024,4,2,293.08,1962.19
2024,1,1,26.7,26.7
2023,9,3,223.17,223.14
2022,9,3,1269.45,1369.44
2024,10,4,2364.83,5510.03
2023,6,2,36.7,36.74
2023,11,4,246.91,420.88
2023,2,1,54.3,43.23
2023,12,4,13653.19,23598.68
2022,5,2,1419.97,1512.79
2024,3,1,26.7,30.83
2024,8,3,312.48,330.84
2022,8,3,2372.81,2052.05
2022,8,3,71.06,59.85
2023,9,3,26.69,26.76
2024,6,2,48.46,70.83
2023,11,4,8314.94,9398.99
2022,12,4,35.54,59.9
2023,2,1,487.82,166.62
2023,10,4,39.9,26.7
2023,9,3,4941.04,5166.48
2023,10,4,31.41,30.83
2023,12,4,1794.71,1794.77
2022,5,2,68.26,55.27
2023,4,2,66.65,54.16
2023,5,2,8925.91,3048.56
2024,12,4,638.93,409.16
2022,8,3,4341.1,3558.41
2024,10,4,27.82,36.4
2024,8,3,1435.8,1570.9
2024,1,1,1972.77,1845.79
2023,4,2,79.24,453.99
2023,4,2,41.3,109.41
2024,4,2,2885.5,2240.48
2022,10,4,752.42,407.26
2023,2,1,27.98,24.24
2024,12,4,3281.14,1483.52
2023,1,1,31.74,93.81
2024,12,4,29.68,178.99
2023,9,3,1640.44,1668.47
2023,12,4,30.83,30.83
2022,11,4,43.59,404.98
2023,2,1,787.49,687.34
2023,5,2,9228.86,5539.34
2023,5,2,32.39,31.14
2022,8,3,24.28,24.24
2022,6,2,24.24,24.24
2023,12,4,2125.66,1529.18
2024,11,4,49.37,40.7
2023,7,3,844.58,831.31
2023,11,4,26.76,44.08
2024,12,4,1545.29,1470.81
2022,5,2,70.36,1370.34
2023,8,3,39.11,28.06
2022,5,2,24.24,24.24
2022,12,4,79.25,371.39
2023,12,4,82.3,60.88
2022,12,4,74.85,42.3
2024,1,1,46.47,46.46
2023,11,4,90.88,748.02
2024,7,3,27.82,27.82
2022,10,4,242.4,189.53
2024,6,2,70.8,63.38
2024,5,2,877.15,890.2
2022,9,3,867.65,1107.13
2023,1,1,74.77,469.98
2023,7,3,1398.64,1305.79
2022,10,4,23757.52,19204.64
2023,1,1,48.67,48.68
2024,6,2,288.27,255.89
2023,5,2,143.06,97.87
2022,6,2,22375.74,21126.28
2023,12,4,30.83,39.07
2024,12,4,32.2,32.2
2022,5,2,123.78,113.96
2024,1,1,12328.9,22795.37
2022,7,3,21460.12,30625.76
2022,4,2,1731.38,2093.17
2023,8,3,14374.05,15282.13
2024,2,1,536.47,591.1
2024,8,3,347.14,212.75
2024,11,4,40323.77,40265.53
2022,12,4,28.0,28.02
2024,4,2,293.08,528.44
2023,5,2,56.35,55.26
2023,10,4,2681.0,2923.36
2022,10,4,5002.37,4416.25
2024,3,1,48.37,47.33
2022,6,2,39.33,93.74
2023,10,4,2411.73,3452.89
2023,11,4,2104.79,4183.85
2024,2,1,30.83,30.83
2023,8,3,82.37,86.53
2023,9,3,26.7,36.71
2024,11,4,49.29,27.82
2023,8,3,32.38,32.39
2023,12,4,1948.53,317.35
2022,5,2,24.24,24.24
2024,12,4,28.75,90.14
2024,9,3,48.95,144.65
2024,5,2,48.44,48.49
2023,7,3,3511.36,2348.74
2023,5,2,12338.59,21041.45
2023,6,2,20.76,20.76
2024,2,1,933.72,1287.1
2022,12,4,24.24,24.24
2024,9,3,55.92,55.92
2023,3,1,59.77,48.55
2023,9,3,5428.86,4806.47
2022,11,4,5568.43,4955.95
2024,5,2,880.91,1148.97
2023,4,2,31.91,35.46
2022,8,3,1550.27,1509.5
2023,2,1,3721.74,5096.86
2023,4,2,45.76,49.42
2024,6,2,68.99,886.12
2024,1,1,4965.54,4939.58
2024,6,2,156.81,70.9
2022,9,3,24.24,24.24
2024,3,1,950.08,811.25
2023,2,1,3037.14,3603.58
2023,10,4,27.2,26.77
2024,11,4,49.49,49.58
2024,4,2,634.46,361.27
2022,5,2,6506.87,1480.53
2022,9,3,42.18,55.2
2023,8,3,1905.0,911.1
2024,6,2,945.57,756.68
2022,8,3,42.18,104.19
2023,3,1,92.38,85.25
2024,2,1,183.96,1134.0
2024,11,4,427.0,540.95
2024,2,1,350.82,410.04
2022,7,3,24.24,24.24
2023,8,3,182.65,191.91
2024,10,4,27.82,40.7
2024,6,2,63.34,85.74
2022,11,4,148.09,146.82
2024,6,2,1064.45,86.77
2023,7,3,20.76,20.76
2024,1,1,1642.83,2691.82
2022,9,3,116.54,78.76
2023,12,4,591.29,554.81
2022,8,3,587.02,827.67
2023,7,3,120.55,120.53
2024,2,1,1861.81,1109.93
2024,4,2,20.51,19.76
2024,7,3,636.71,3111.6
2024,10,4,6425.41,5939.22
2022,12,4,35.5,35.65
2023,3,1,28.4,24.24
2022,7,3,24.24,25.95
2023,5,2,684.4,734.9
2024,10,4,484.42,522.0
2023,7,3,126.06,108.6
2022,5,2,24.24,24.24
2023,6,2,6718.26,6922.81
2024,9,3,1992.96,7687.51
2022,9,3,1932.03,1951.12
2024,2,1,3363.47,1950.05
2024,8,3,7941.19,7849.87
2023,10,4,92.42,82.32
2023,3,1,1394.35,968.57
2023,1,1,687.62,98.07
2024,1,1,19.76,19.76
2024,5,2,187.44,171.23
2023,9,3,103.34,117.27
2023,12,4,2347.19,2369.98
2022,11,4,1751.66,970.14
2024,4,2,23150.85,21094.67
2024,4,2,949.58,1048.42
2023,1,1,42.43,228.92
2023,2,1,1470.83,1592.2
2023,11,4,30.83,31.41
2022,9,3,554.11,487.86
2023,9,3,145.0,136.47
2024,1,1,3342.61,3453.14
2024,6,2,4546.14,3642.43
2024,8,3,224.29,2885.77
2024,12,4,977.69,89.65
2023,12,4,26.98,26.7
2024,11,4,36.4,36.4
2022,12,4,24.83,289.87
2023,11,4,19829.12,23662.12
2024,6,2,368.79,311.78
2024,12,4,36.59,1497.39
2023,7,3,640.74,1374.48
2023,12,4,2964.59,266.62
2022,12,4,887.8,969.29
2024,7,3,171.91,171.77
2023,12,4,39.06,153.01
2023,4,2,9911.0,12179.36
2022,10,4,184.83,251.37
2022,11,4,1489.36,569.22
2023,4,2,1932.4,1755.56
2022,9,3,27.98,24.26
2024,12,4,32.48,32.2
2023,4,2,48.02,104.17
2023,7,3,416.94,696.72
2022,10,4,1530.78,1670.96
2023,10,4,3580.08,3872.85
2022,5,2,25.76,741.63
2022,4,2,24.26,24.24
2022,5,2,1871.35,1370.41
2022,7,3,55.24,55.25
2024,10,4,233.14,202.55
2023,8,3,151.82,132.23
2022,6,2,24.24,24.24
2023,7,3,117.33,108.6
2024,5,2,49.43,425.59
2022,12,4,68.36,68.3
2022,12,4,139.35,148.09
2022,4,2,165.33,869.24
2022,6,2,28.32,27.98
2022,4,2,202.78,229.0
2023,8,3,26.7,28.04
2022,11,4,190.02,470.83
2023,2,1,27.98,27.98
2023,6,2,32.39,32.39
2024,10,4,311.41,311.46
2024,4,2,72.09,1308.98
2023,11,4,46.88,305.07
2024,10,4,653.38,78.97
2022,8,3,26.95,4758.75
2023,4,2,53.02,51.02
2024,12,4,7376.49,5670.9
2023,10,4,1318.06,1552.24
2023,10,4,31.51,30.83
2022,11,4,166.09,213.68
2023,4,2,8312.12,12173.35
2023,12,4,30.83,30.83
2022,4,2,24.24,24.24
2022,10,4,74.92,74.81
2023,3,1,25.68,24.24
2024,11,4,1066.97,560.98
2024,9,3,32.11,32.11
2024,12,4,97.84,48.41
2023,8,3,2768.27,3627.98
2023,3,1,1991.26,4551.81
2024,9,3,27.82,27.82
2024,12,4,55.98,48.46
2023,3,1,1308.65,1108.45
2023,12,4,1043.54,888.89
2023,9,3,650.9,702.08
2023,3,1,798.3,727.15
2024,11,4,2973.56,8016.42
2024,2,1,2216.12,1287.96
2024,6,2,27.82,27.83
2023,9,3,30.83,30.88
2022,8,3,113.85,271.49
2023,2,1,1529.96,1189.48
2022,11,4,7313.44,5002.37
2024,2,1,668.14,1464.11
2023,11,4,854.71,1108.08
2023,4,2,75.93,104.01
2024,7,3,2784.9,3109.01
2022,11,4,807.32,767.25
2022,10,4,421.71,572.5
2022,9,3,113.91,337.59
2022,5,2,7823.58,2836.46
2024,11,4,2192.68,3993.68
2024,6,2,27.82,75.05
2023,1,1,54.54,59.9
2023,3,1,42.55,215.82
2024,1,1,866.92,1043.66
2024,4,2,321.35,325.87
2022,10,4,202.37,202.87
2023,9,3,136.54,72.02
2024,9,3,6286.94,6019.47
2023,3,1,828.63,758.97
2023,12,4,39.13,47.3
2024,6,2,27.82,27.82
2024,11,4,29652.94,25855.93
2022,10,4,162.94,42.18
2024,10,4,7894.42,7894.42
2023,12,4,1397.9,49.08
2024,2,1,13226.2,15383.28
2024,7,3,32.12,32.12
2023,3,1,39.54,124.53
2024,7,3,119.61,157.09
2023,10,4,634.15,85.18
2022,8,3,4222.21,3336.97
2022,12,4,846.6,866.63
2022,12,4,22660.96,21760.29
2023,5,2,28035.53,25213.37
2024,7,3,32.12,32.12
2023,3,1,49.68,151.64
2024,10,4,5480.17,7100.72
2022,5,2,2293.18,1972.03
2024,8,3,331.47,311.83
2022,10,4,3598.28,3598.33
2024,6,2,28.4,56.32
2024,5,2,45.19,1351.89
2024,3,1,328.07,39.7
2024,11,4,446.05,673.24
2024,11,4,909.63,361.24
2024,9,3,2171.34,1552.99
2024,2,1,75.13,67.96
2024,2,1,26.69,26.87
2023,6,2,56.33,56.41
2024,6,2,4267.97,5606.15
2023,12,4,3975.22,3106.14
2022,7,3,738.45,932.36
2023,11,4,120.03,139.08
2022,12,4,9725.62,13128.06
2024,10,4,1945.27,2243.3
2022,6,2,3717.33,3715.28
2024,7,3,1179.33,1477.64
2024,10,4,125.8,137.57
2024,6,2,27.83,133.85
2024,5,2,262.62,217.33
2024,7,3,525.08,570.11
2024,3,1,12303.92,17672.22
2024,1,1,6004.89,7994.66
2024,3,1,65.77,56.56
2022,7,3,24.24,24.24
2023,10,4,18310.49,2011.39
2024,11,4,62.55,32.84
2022,9,3,24.24,24.24
2023,6,2,32.39,32.39
2022,8,3,28751.46,21460.12
2024,5,2,19659.69,19387.9
2024,10,4,63.34,56.58
2022,5,2,1328.25,767.47
2024,4,2,2426.73,2523.78
2022,4,2,131.68,251.73
2024,4,2,27.82,27.41
2023,8,3,46.47,48.82
2023,4,2,27.5,24.24
2024,1,1,284.58,317.12
2022,9,3,2713.78,1390.44
2022,5,2,6208.87,5080.1
2024,6,2,539.89,388.02
2022,7,3,42.18,42.18
2022,6,2,420.99,354.74
2023,11,4,30.83,31.44
2024,12,4,2174.06,2055.75
2022,6,2,24.83,251.65
2022,7,3,74.87,74.84
2023,9,3,4884.0,93.1
2024,4,2,1248.77,1330.95
2022,9,3,24.24,28.0
2024,7,3,4929.62,5545.04
2023,1,1,3279.44,4177.16
2023,10,4,31.51,53.49
2022,11,4,647.67,807.44
2023,3,1,266.75,215.8
2023,8,3,35.09,49.71
2024,2,1,30.83,30.83
2023,5,2,2837.38,844.59
2022,12,4,61.89,85.09
2023,11,4,1245.66,2227.61
2022,8,3,807.73,967.97
2023,3,1,2238.98,2936.22
2024,11,4,387.05,342.83
2022,12,4,3890.9,3175.4
2024,2,1,60.82,193.91
2023,4,2,63.28,55.47
2023,10,4,614.07,689.24
2023,10,4,270.22,179.76
2024,2,1,182.63,214.14
2023,4,2,1769.9,1494.89
2023,10,4,7917.77,8806.59
2022,6,2,2833.57,2753.46
2024,12,4,63.56,63.44
2024,12,4,862.97,1181.06
2023,6,2,467.54,314.84
2024,10,4,882.29,812.98
2024,8,3,8182.42,8309.99
2022,6,2,24.24,24.24
2022,4,2,39.28,24.32
2024,4,2,156.38,194.25
2023,1,1,388.03,487.33
2023,4,2,1379.35,1867.56
2024,12,4,3032.05,3697.23
2023,3,1,27.98,24.26
2023,12,4,26.69,30.82
2023,2,1,8544.06,6468.75
2024,4,2,43.35,362.13
2022,8,3,176.42,42.54
2024,5,2,349.7,187.44
2022,8,3,606.76,626.97
2024,2,1,2198.8,1887.02
2024,3,1,30.83,39.07
2022,7,3,2915.48,3275.55
2023,11,4,518.17,565.37
2024,12,4,1960.78,1841.27
2022,11,4,39.95,24.24
2024,12,4,32.2,32.15
2022,7,3,42.36,61.95
2024,2,1,46.46,46.49
2024,5,2,3619.31,1896.22
2024,11,4,7158.63,5506.13
2024,5,2,2077.31,3459.87
2022,6,2,1609.13,458.91
2023,5,2,7118.62,4324.96
2024,2,1,5585.21,3144.43
2023,12,4,256.07,277.04
2024,5,2,70.83,63.37
2022,9,3,136.96,163.24
2023,5,2,980.04,505.63
2023,2,1,1551.53,847.51
2022,11,4,85.09,104.4
2024,10,4,203.64,78.86
2024,8,3,217.81,187.22
2024,12,4,486.21,110.15
2022,5,2,39.22,35.58
2022,7,3,537.2,727.29
2023,2,1,123.96,229.15
2024,6,2,75.44,28.1
2023,7,3,143.14,120.53
2022,10,4,24.26,27.98
2024,8,3,408.04,368.95
2022,6,2,570.05,454.32
2024,1,1,59.78,86.61
2023,3,1,747.39,807.63
2024,11,4,13144.9,9896.47
2024,4,2,1410.51,366.74
2022,6,2,4483.49,5117.33
2022,11,4,470.57,305.06
2023,10,4,3655.27,3541.42
2023,3,1,74.92,68.54
2024,3,1,1440.99,3165.68
2023,11,4,2016.91,2173.4
2023,11,4,26.83,73.42
2023,6,2,50.63,1746.54
2023,12,4,93.15,82.39
2022,12,4,4625.23,7667.68
2023,3,1,162.98,68.3
2024,5,2,368.66,262.66
2023,12,4,2656.6,2568.82
2022,10,4,48.73,42.22
2023,9,3,224.59,193.12
2022,6,2,1619.15,1419.97
2024,4,2,32.11,31.18
2024,12,4,27.82,27.82
2023,4,2,169.62,26.8
2024,7,3,283.33,454.88
2022,10,4,1149.65,4200.6
2022,7,3,3501.69,8802.42
2024,10,4,1112.75,975.5
2024,7,3,27.82,27.85
2022,6,2,2352.27,1410.46
2022,4,2,24.24,65.57
2022,4,2,647.55,827.56
2022,4,2,42.94,42.8
2024,1,1,26.87,26.87
2023,10,4,79.75,65.97
2022,5,2,486.48,437.5
2023,3,1,2930.49,3217.95
2024,2,1,26.69,30.82
2024,12,4,27.82,28.03
2023,1,1,55.22,94.27
2024,9,3,96.92,97.22
2022,9,3,24.24,24.24
2024,11,4,9335.17,16843.0
2024,9,3,510.58,507.44
2022,6,2,43.03,24.39
2023,11,4,1396.82,173.71
2024,7,3,32.12,32.12
2022,10,4,48.73,48.73
2022,12,4,1128.54,1208.92
2024,6,2,4381.4,2469.64
2023,2,1,123.75,370.95
2024,2,1,34.97,26.74
2024,12,4,32.58,32.2
2023,6,2,2906.78,2349.04
2023,12,4,663.71,663.1
2024,12,4,75.68,55.93
2022,11,4,55.22,145.97
2023,8,3,32.38,32.39
2022,4,2,554.83,217.14
2022,11,4,54.24,31.74
2024,2,1,3298.01,3187.92
2024,7,3,63.37,63.37
2023,9,3,251.99,179.79
2022,5,2,24.24,24.24
2022,8,3,1283.6,1561.58
2023,8,3,82.41,63.86
2024,10,4,1645.59,3234.2
2022,9,3,27.98,27.98
2023,10,4,463.77,517.55
2022,9,3,116.62,116.62
2022,12,4,5072.86,3398.94
2022,8,3,430.12,441.44
2023,5,2,1723.69,51.14
2024,12,4,36.87,36.4
2023,12,4,32100.85,29920.1
2023,9,3,6396.61,4156.86
2022,9,3,150.11,503.19
2022,8,3,31.72,31.76
2023,10,4,31.41,30.83
2024,11,4,97.25,78.59
2024,12,4,251.96,202.33
2023,8,3,53.57,56.3
2024,12,4,27.9,27.82
2022,12,4,35.52,35.59
2024,7,3,1444.55,532.06
2023,4,2,614.54,626.48
2023,9,3,45.39,41.08
2024,9,3,8784.32,6968.7
2024,2,1,1773.88,2502.27
2024,12,4,55.72,804.36
2023,8,3,109.1,86.6
2023,7,3,32.39,32.39
2024,8,3,69.37,84.53
2024,1,1,1065.85,1264.27
2024,11,4,262.98,187.81
2024,4,2,168.61,312.69
2024,5,2,36.41,32.12
2024,2,1,1397.71,2281.49
2023,1,1,113.97,114.13
2024,10,4,28.03,55.93
2024,3,1,866.78,3696.84
2024,6,2,2145.02,219.82
2024,4,2,63.37,69.21
2024,9,3,27.86,32.15
2023,9,3,2280.9,1485.81
2024,7,3,6500.96,11263.03
2022,12,4,522.31,223.67
2024,6,2,4516.71,5522.25
2024,4,2,299.06,328.07
2023,5,2,28.04,28.06
2022,12,4,553.73,747.29
2022,7,3,437.36,470.47
